,brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
5189,Maruti,3,30000,Individual,Petrol,Manual,23.95,998,67.05,5,380000
5190,Hyundai,4,60000,Individual,Diesel,Manual,21.38,1396,88.7,5,880000
5191,Honda,7,67000,Dealer,Diesel,Manual,25.8,1498,98.6,5,475000
5193,Toyota,5,70000,Individual,Diesel,Automatic,11.36,2755,171.5,7,1800000
5194,Jaguar,4,34600,Dealer,Diesel,Automatic,19.33,1999,177,5,3500000
5195,Maruti,8,66516,Dealer,Petrol,Manual,22.74,796,47.3,5,220000
5196,Maruti,4,44000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,780000
5197,Tata,9,100000,Individual,Diesel,Manual,13.93,2179,138.1,7,400000
5198,Maruti,9,109000,Individual,LPG,Manual,14.4,998,61.7,5,260000
5200,Mahindra,9,150000,Individual,Diesel,Manual,15.96,2523,62.1,9,500000
5201,Volkswagen,8,49361,Dealer,Petrol,Manual,16.09,1598,103.2,5,500000
5202,Hyundai,7,44000,Individual,Petrol,Manual,18.5,1197,82.85,5,550000
5203,Hyundai,5,70000,Individual,Diesel,Manual,24,1120,70,5,425000
5204,Maruti,5,27000,Dealer,Petrol,Manual,19.01,1462,103.26,7,695000
5205,Renault,8,70209,Dealer,Diesel,Manual,20.45,1461,83.8,5,560000
5206,Maruti,4,25000,Individual,Petrol,Automatic,21.4,1197,83.1,5,599000
5207,Honda,5,70000,Individual,Petrol,Manual,17.8,1497,117.3,5,715000
5208,Maruti,3,42048,Trustmark Dealer,Diesel,Manual,28.4,1248,74.02,5,747000
5209,Hyundai,2,10000,Individual,Petrol,Automatic,18.15,998,118.35,5,1000000
5210,Maruti,4,60000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
5213,Maruti,3,28563,Dealer,Petrol,Manual,21.4,1197,83.1,5,550000
5215,Maruti,9,66000,Dealer,Petrol,Manual,20.51,998,67.04,5,291000
5216,Maruti,3,35000,Individual,Petrol,Manual,23.95,998,67.05,5,350000
5217,Maruti,2,1200,Individual,Petrol,Manual,22.05,796,47.3,5,350000
5218,Hyundai,8,70000,Individual,Diesel,Manual,22.32,1582,126.3,5,700000
5219,Mahindra,11,44000,Individual,Diesel,Manual,12.05,2179,120,7,440000
5220,Hyundai,4,50000,Individual,Petrol,Manual,17.19,1197,81.86,5,680000
5221,Hyundai,5,120000,Individual,Diesel,Manual,19.67,1582,126.2,5,960000
5225,Hyundai,4,34000,Dealer,Petrol,Manual,13,1591,121.3,5,1149000
5226,Hyundai,6,70000,Individual,Diesel,Manual,24,1120,70,5,380000
5227,Maruti,5,50000,Dealer,Petrol,Automatic,20.51,998,67,5,495000
5228,Mahindra,6,55424,Dealer,Diesel,Manual,16,2179,140,7,850000
5229,Renault,3,5694,Dealer,Petrol,Manual,25.17,799,53.3,5,380000
5230,Ford,5,50000,Individual,Diesel,Manual,25.83,1498,99,5,525000
5231,Maruti,3,18677,Dealer,Petrol,Manual,22,1197,81.8,5,657000
5232,Renault,3,9200,Dealer,Petrol,Manual,23.01,999,67,5,450000
5234,Maruti,3,36000,Dealer,Diesel,Manual,28.4,1248,74,5,625000
5235,Maruti,2,10000,Individual,Petrol,Manual,21.56,1462,103.25,5,995000
5236,Maruti,3,50000,Individual,Diesel,Manual,28.4,1248,74.02,5,690000
5237,Volkswagen,10,50000,Individual,Diesel,Manual,20.54,1598,103.6,5,400000
5238,Maruti,6,10000,Individual,Petrol,Manual,20.85,1197,83.14,5,585000
5239,Honda,8,92000,Dealer,Diesel,Manual,25.8,1498,98.6,5,425000
5240,Ford,11,54523,Dealer,Diesel,Manual,20,1399,68,5,280000
5242,Ford,5,25780,Dealer,Petrol,Manual,18.16,1196,86.8,5,525000
5243,Toyota,11,131000,Dealer,Diesel,Manual,11.5,2982,171,7,1185000
5245,Maruti,6,30000,Individual,Petrol,Manual,20.85,1197,83.14,5,450000
5246,Maruti,3,65120,Dealer,Petrol,Manual,20.73,1373,91.1,5,850000
5247,Maruti,3,50000,Individual,Diesel,Automatic,28.4,1248,74,5,550000
5248,Hyundai,4,66000,Dealer,Petrol,Manual,13,1591,121.3,5,1149000
5249,Hyundai,2,7000,Dealer,Petrol,Manual,18.9,1197,81.86,5,565000
5250,Tata,14,74555,Dealer,Diesel,Manual,11.57,2179,138.1,7,105000
5251,Maruti,3,25000,Individual,Petrol,Automatic,23.95,998,67.1,5,410000
5253,Hyundai,8,90000,Individual,Diesel,Manual,21.9,1396,88.76,5,415000
5255,Maruti,4,60000,Individual,Diesel,Manual,28.09,1248,88.5,5,600000
5257,Maruti,13,79000,Dealer,Diesel,Manual,19.3,1248,73.9,5,295000
5258,Maruti,9,67000,Dealer,Petrol,Manual,19.7,796,46.3,5,235000
5259,Hyundai,5,51000,Dealer,Petrol,Manual,18.6,1197,81.83,5,621000
5260,Mahindra,7,89000,Dealer,Diesel,Manual,15.96,2523,62.1,7,625000
5262,Maruti,12,26097,Dealer,Petrol,Manual,19.7,796,46.3,5,175000
5263,Volkswagen,6,61000,Dealer,Diesel,Manual,20.14,1498,88.8,5,625000
5264,Hyundai,7,44904,Dealer,Petrol,Manual,18.9,1197,81.86,5,400000
5265,Maruti,10,133592,Dealer,Diesel,Manual,28.4,1248,74,5,360000
5266,Audi,9,130000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,1950000
5268,Toyota,13,119440,Dealer,Diesel,Manual,12.99,2494,100.6,7,400000
5269,Jeep,3,4000,Dealer,Diesel,Manual,17.1,1956,170,5,1750000
5271,Ford,4,54000,Dealer,Diesel,Manual,25.83,1498,99,5,675000
5272,Maruti,1,1000,Individual,Petrol,Manual,21.7,998,67,5,490000
5273,Maruti,3,30000,Dealer,Diesel,Manual,28.09,1248,88.5,5,1095000
5275,Hyundai,6,72000,Dealer,Diesel,Manual,21.27,1396,88.76,5,600000
5276,Maruti,14,86156,Dealer,Petrol,Manual,19.7,796,46.3,5,185000
5277,Honda,5,65000,Dealer,Diesel,Manual,27.3,1498,98.6,5,590000
5278,Volkswagen,10,56238,Dealer,Diesel,Manual,20.54,1598,103.6,5,415000
5280,Maruti,2,66622,Dealer,Diesel,Manual,24.3,1248,88.5,5,910000
5281,Maruti,7,100000,Individual,Diesel,Manual,25.2,1248,74,5,400000
5282,Toyota,11,80000,Individual,Diesel,Manual,12.8,2494,102,8,518000
5283,Maruti,4,70000,Dealer,Diesel,Manual,25.2,1248,74,5,630000
5284,Maruti,9,60000,Individual,Petrol,Manual,19.7,796,46.3,5,185000
5285,Maruti,3,15453,Trustmark Dealer,Petrol,Manual,24.7,796,47.3,5,327000
5287,Maruti,6,70000,Individual,Petrol,Manual,23.95,998,67.05,5,265000
5288,Renault,1,5600,Individual,Petrol,Manual,20,999,71,7,800000
5289,Hyundai,6,142996,Dealer,Diesel,Manual,24,1120,70,5,420000
5291,Mahindra,5,62000,Dealer,Diesel,Manual,16.55,2498,105,6,799000
5292,Volkswagen,4,50000,Individual,Diesel,Manual,20.14,1498,88,5,790000
5293,Tata,3,25000,Individual,Diesel,Manual,17.6,2179,153.86,7,800000
5294,Tata,2,34293,Dealer,Diesel,Manual,17.6,2179,153.86,7,1380000
5295,Ford,3,50000,Individual,Diesel,Manual,23,1498,98.96,5,980000
5296,Maruti,2,5000,Individual,Petrol,Manual,21.7,998,67,5,420000
5297,Maruti,7,76470,Dealer,Petrol,Manual,20.51,998,67.04,5,310000
5298,Maruti,10,78010,Dealer,Petrol,Manual,20.51,998,67.04,5,309000
5299,Mahindra,2,33000,Dealer,Diesel,Manual,17.3,1497,121,8,1335000
5300,Maruti,7,101931,Dealer,Diesel,Manual,19.3,1248,73.9,5,530000
5302,Maruti,3,110000,Individual,Diesel,Manual,28.4,1248,74,5,600000
5303,Maruti,5,82000,Dealer,Diesel,Manual,25.2,1248,74,5,575000
5304,Hyundai,6,90000,Dealer,Diesel,Manual,21.9,1396,88.76,5,540000
5305,Maruti,6,35236,Dealer,Petrol,Manual,22.74,796,47.3,5,300000
5306,Hyundai,3,75000,Dealer,Diesel,Manual,22,1582,126.2,5,900000
5307,Maruti,6,25000,Individual,Petrol,Manual,23.95,998,67.05,5,350000
5309,Mahindra,6,63516,Dealer,Diesel,Manual,15.1,2179,140,7,850000
5311,Maruti,3,14000,Dealer,Petrol,Manual,20.73,1373,91.1,5,840000
5312,Maruti,2,11400,Dealer,Petrol,Manual,20.52,1197,81.8,5,490000
5313,Maruti,7,39000,Dealer,Petrol,Automatic,23.1,998,67.04,5,465000
5315,Ford,3,60000,Individual,Diesel,Manual,23,1498,98.96,5,850000
5316,Hyundai,12,80000,Individual,Petrol,Manual,20.36,1197,78.9,5,145000
5317,BMW,6,40000,Dealer,Diesel,Automatic,19.59,1995,184,5,3000000
5320,Honda,7,98000,Individual,Diesel,Manual,26,1498,98.6,5,580000
5321,Hyundai,4,25000,Individual,Petrol,Manual,18.9,1197,82,5,600000
5322,Maruti,4,75000,Dealer,Diesel,Manual,27.39,1248,74,5,645000
5323,Maruti,5,46852,Dealer,Diesel,Manual,22.9,1248,74,5,620000
5324,Honda,13,70000,Dealer,Petrol,Manual,17.7,1497,78,5,235000
5325,Maruti,1,14000,Dealer,Petrol,Manual,19.01,1462,103.2,6,1150000
5328,Mahindra,4,30000,Individual,Diesel,Manual,16.55,2498,105,6,850000
5329,Maruti,6,50000,Individual,Diesel,Manual,27.62,793,47,5,290000
5331,Maruti,11,100000,Individual,Diesel,Manual,17.8,1248,75,5,250000
5332,Maruti,5,40000,Individual,Petrol,Manual,20.51,998,67.04,5,325000
5333,Maruti,5,99000,Individual,Diesel,Manual,28.09,1248,88.5,5,651000
5335,Datsun,4,35000,Individual,Petrol,Manual,19.44,1198,67,7,350000
5337,Volkswagen,8,60000,Individual,Diesel,Manual,22.07,1199,73.9,5,400000
5338,Honda,12,80000,Individual,Petrol,Manual,17,1497,118,5,320000
5339,Mahindra,6,87000,Dealer,Diesel,Manual,16,2179,140,7,1350000
5340,Maruti,6,43000,Dealer,Petrol,Manual,22,1197,81.8,5,540000
5341,Maruti,4,35000,Dealer,Petrol,Automatic,19.56,1197,81.8,5,670000
5342,Honda,12,68759,Dealer,Petrol,Manual,17,1497,118,5,350000
5344,Volkswagen,6,87566,Dealer,Petrol,Manual,15.26,1598,103.5,5,441000
5346,Ford,4,20000,Individual,Petrol,Manual,18.16,1196,86.8,5,590000
5347,Skoda,5,31800,Dealer,Petrol,Automatic,14.84,1598,103.2,5,685000
5348,Hyundai,2,5000,Individual,Petrol,Automatic,14.8,1591,121.3,5,1350000
5350,Maruti,4,41000,Dealer,Petrol,Automatic,20.51,998,67,5,435000
5351,Maruti,3,60000,Dealer,Diesel,Manual,27.39,1248,74,5,850000
5352,Renault,1,4000,Individual,Petrol,Manual,25.17,799,53.3,5,429000
5353,Ford,6,69000,Dealer,Diesel,Manual,22.77,1498,98.59,5,599000
5354,Toyota,5,120000,Individual,Diesel,Automatic,11.36,2755,171.5,7,1500000
5355,Maruti,3,29349,Dealer,Petrol,Manual,20.73,1373,91.1,5,990000
5356,Audi,3,17000,Dealer,Petrol,Automatic,17.84,1395,147.51,5,3400000
5357,Toyota,9,74896,Dealer,Diesel,Manual,12.55,2982,168.5,7,1400000
5358,BMW,11,51000,Dealer,Diesel,Automatic,16.07,1995,181,5,925000
5359,Honda,14,87000,Dealer,Petrol,Manual,10.8,2354,152,5,475000
5360,Maruti,8,77831,Dealer,Diesel,Manual,22.9,1248,74,5,450000
5361,Maruti,2,58000,Dealer,Petrol,Manual,21.63,998,67.04,5,495000
5362,Maruti,4,120000,Individual,Diesel,Manual,28.4,1248,74.02,5,560000
5363,Toyota,9,63000,Dealer,Diesel,Manual,12.99,2494,100,8,1035000
5364,Maruti,4,32000,Dealer,Petrol,Manual,20.73,1373,91.1,5,795000
5365,Hyundai,6,45000,Dealer,Petrol,Manual,18.9,1197,82,5,405000
5366,Honda,7,20000,Individual,Petrol,Manual,18,1198,86.7,5,550000
5367,Toyota,3,65750,Dealer,Diesel,Manual,13.68,2393,147.8,8,1925000
5368,Tata,3,60000,Individual,Diesel,Manual,27.28,1047,69,5,425000
5369,Toyota,5,44236,Dealer,Diesel,Manual,12.99,2494,100.6,7,1611000
5370,Maruti,3,80000,Dealer,Petrol,Manual,22.74,796,47.3,5,290000
5372,Land Rover,7,40000,Dealer,Diesel,Automatic,12.65,2993,255,5,6300000
5373,Maruti,6,60000,Individual,Petrol,Manual,20.51,998,67.06,5,375000
5374,Tata,6,147000,Individual,Diesel,Manual,14,2179,138.1,7,800000
5375,Renault,4,40000,Dealer,Petrol,Manual,25.17,799,53.3,5,350000
5376,Maruti,11,97438,Dealer,CNG,Manual,15.1,1196,73,5,260000
5378,Datsun,3,30000,Individual,Petrol,Manual,22.5,999,67,5,255000
5379,BMW,3,12000,Dealer,Diesel,Automatic,17.09,2993,261.4,4,6400000
5381,Renault,6,30000,Individual,Petrol,Manual,25.17,799,53.3,5,310000
5382,Mercedes-Benz,3,20000,Dealer,Diesel,Automatic,17.9,2143,167.6,5,5100000
5383,Maruti,5,90000,Individual,Diesel,Manual,26.59,1248,74,5,552000
5385,Hyundai,5,37400,Individual,Diesel,Manual,24,1120,70,5,520000
5386,Hyundai,5,39000,Dealer,Petrol,Manual,13,1591,121.3,5,920000
5387,Hyundai,2,10000,Individual,Petrol,Automatic,17.4,1197,81.86,5,750000
5388,Hyundai,7,58000,Dealer,Petrol,Manual,18.6,1197,81.83,5,590000
5389,Maruti,9,60000,Individual,Petrol,Manual,20.92,998,67.1,5,254000
5390,Maruti,5,50000,Individual,Diesel,Manual,28.09,1248,88.5,5,650000
5391,Ford,7,60000,Individual,Diesel,Manual,20,1399,68.05,5,360000
5392,Renault,6,68000,Dealer,Petrol,Manual,25.17,799,53.3,5,325000
5393,Hyundai,4,89823,Trustmark Dealer,Diesel,Manual,22.54,1396,88.73,5,690000
5394,Maruti,6,43000,Dealer,Petrol,Manual,20.85,1197,83.14,5,625000
5395,Maruti,8,37000,Dealer,Petrol,Manual,18.9,998,67.1,5,390000
5396,Maruti,5,20000,Individual,Petrol,Manual,20.85,1197,83.14,5,525000
5397,Hyundai,10,82000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,285000
5398,Hyundai,9,63000,Dealer,Petrol,Manual,20.36,1197,78.9,5,355000
5399,Maruti,7,110000,Individual,Diesel,Manual,23.4,1248,74,5,390000
5400,Maruti,8,50000,Individual,Petrol,Manual,18.6,1197,85.8,5,370000
5401,Maruti,11,85520,Dealer,Petrol,Manual,22,1197,81.8,5,280000
5403,Hyundai,2,10000,Individual,Petrol,Manual,17,1591,121.3,5,1170000
5404,Mahindra,8,209000,Individual,Diesel,Manual,12.05,2179,120,8,700000
5406,Mahindra,8,182340,Dealer,Diesel,Manual,15.1,2179,140,7,825000
5407,Ford,6,60172,Dealer,Petrol,Automatic,16.5,1499,110,5,800000
5408,Hyundai,8,66000,Individual,Diesel,Manual,22.32,1582,126.32,5,500000
5409,Hyundai,2,47527,Dealer,Diesel,Manual,22.54,1396,88.76,5,900000
5410,Hyundai,6,64000,Dealer,Petrol,Manual,18.9,1197,82,5,390000
5411,Hyundai,8,28054,Individual,Petrol,Manual,17.92,1086,62.1,5,398000
5417,Mahindra,14,75823,Dealer,Diesel,Manual,10.5,2179,120,8,310000
5418,Mahindra,5,56500,Dealer,Diesel,Automatic,16,1997,140,7,1275000
5419,Toyota,3,70000,Individual,Diesel,Manual,14.24,2755,174.5,7,2700000
5420,Mahindra,3,40328,Dealer,Diesel,Manual,15.1,2179,152.87,7,1550000
5422,Hyundai,9,91462,Dealer,Diesel,Automatic,19.08,1582,126.32,5,580000
5423,Maruti,3,32000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000
5424,Ford,8,81000,Dealer,Diesel,Manual,22.7,1498,89.84,5,575000
5426,Hyundai,2,10000,Dealer,Diesel,Automatic,17.6,1582,126.2,5,1550000
5427,Hyundai,9,54943,Dealer,Petrol,Manual,20.36,1197,78.9,5,280000
5428,Maruti,12,64000,Individual,LPG,Manual,17.3,1061,57.5,5,160000
5429,Tata,9,80000,Individual,Diesel,Manual,13.93,2179,138.03,7,285000
5431,Maruti,4,25884,Dealer,Petrol,Manual,23.95,998,67.05,5,385000
5432,Ford,8,76000,Dealer,Diesel,Manual,20,1399,68,5,395000
5433,BMW,10,136000,Dealer,Diesel,Automatic,16.2,2993,235,5,1699000
5434,Maruti,2,14000,Dealer,Petrol,Manual,21.01,1197,81.8,5,640000
5436,Mahindra,7,120000,Dealer,Diesel,Manual,13.6,2523,63,7,625000
5437,Honda,4,71000,Dealer,Petrol,Manual,17.8,1497,117.3,5,850000
5438,Toyota,5,68194,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1950000
5440,Tata,3,80000,Dealer,Diesel,Manual,21.5,1497,108.5,5,889000
5441,Hyundai,11,52221,Dealer,Petrol,Manual,20.36,1197,78.9,5,320000
5442,BMW,9,80000,Dealer,Diesel,Automatic,16.09,1995,184,5,1850000
5443,Ford,3,25000,Individual,Diesel,Manual,24.4,1498,98.63,5,771000
5444,Volkswagen,5,98000,Dealer,Diesel,Manual,20.14,1498,88,5,599000
5445,Hyundai,3,26000,Dealer,Petrol,Manual,18.6,1197,81.86,5,675000
5446,BMW,6,70000,Dealer,Diesel,Automatic,15.3,2993,258,5,3500000
5447,Mahindra,6,120000,Individual,Diesel,Manual,15.96,2523,63,9,400000
5448,Hyundai,4,46139,Dealer,Diesel,Manual,24,1186,73.97,5,375000
5449,Jaguar,6,60000,Individual,Diesel,Automatic,16.36,2179,187.7,5,2400000
5450,Hyundai,2,12000,Individual,Petrol,Manual,18.6,1197,81.86,5,735000
5451,Mahindra,6,61440,Dealer,Diesel,Manual,15.96,2523,62.1,7,650000
5452,Ford,5,61706,Dealer,Diesel,Manual,25.83,1498,99,5,595000
5453,Tata,2,6500,Individual,Petrol,Manual,23.84,1199,84,5,500000
5454,Mahindra,8,72423,Dealer,Diesel,Manual,15.1,2179,140,7,760000
5455,Hyundai,8,90000,Individual,Diesel,Manual,22.32,1582,126.32,5,520000
5457,Hyundai,3,60000,Individual,Diesel,Manual,22.54,1396,88.73,5,725000
5459,Maruti,6,43642,Dealer,Petrol,Manual,21.4,1197,83.1,5,629000
5460,Maruti,7,56000,Dealer,Petrol,Manual,22.74,796,47.3,5,265000
5461,Toyota,6,82000,Dealer,Diesel,Manual,12.99,2494,100.6,7,1299000
5462,Maruti,7,60000,Individual,Petrol,Manual,23.95,998,67.05,5,315000
5463,Honda,4,91000,Dealer,Diesel,Manual,25.6,1498,97.9,5,850000
5464,Porsche,9,87000,Dealer,Diesel,Automatic,15.15,2967,240,5,4200000
5465,Mahindra,9,100000,Individual,Diesel,Manual,15.1,2179,140,7,800000
5466,Maruti,3,12500,Individual,Petrol,Manual,22,1197,81.8,5,650000
5468,Honda,7,78000,Dealer,Diesel,Manual,25.8,1498,98.6,5,485000
5469,Volkswagen,9,60000,Individual,Diesel,Manual,22.07,1199,73.9,5,300000
5470,Maruti,4,30000,Individual,Diesel,Manual,24.3,1248,88.5,5,950000
5471,Toyota,6,78000,Dealer,Diesel,Manual,12.8,2494,102,8,1375000
5473,Hyundai,5,85204,Dealer,Diesel,Manual,19.67,1582,126.2,5,1025000
5474,Maruti,4,100000,Individual,Diesel,Manual,25.2,1248,74,5,620000
5475,Tata,4,95000,Individual,Diesel,Manual,24.7,1047,69,5,600000
5477,Maruti,5,48000,Individual,Petrol,Automatic,21.4,1197,83.1,5,625000
5479,Ford,9,90000,Individual,Diesel,Manual,20,1399,68,5,220000
5482,Hyundai,4,40500,Dealer,Diesel,Manual,22,1582,126.2,5,845000
5483,Maruti,3,40000,Individual,Petrol,Manual,21.21,1197,81.8,5,550000
5484,Hyundai,3,19000,Individual,Diesel,Manual,20.5,1582,126.2,5,1310000
5485,Hyundai,7,33700,Dealer,Diesel,Manual,24,1120,70,5,450000
5486,Mahindra,9,89000,Dealer,Diesel,Manual,12.05,2179,120,8,695000
5487,Mahindra,8,108875,Dealer,Diesel,Manual,15.96,2523,62.1,7,450000
5489,Hyundai,2,35166,Dealer,Petrol,Manual,18.9,1197,81.86,5,669000
5490,Jeep,2,13500,Individual,Diesel,Manual,17.1,1956,170,5,1750000
5492,Tata,3,30000,Individual,Diesel,Manual,24.7,1047,69,5,700000
5493,Mahindra,5,65273,Trustmark Dealer,Diesel,Manual,15.4,2179,120,7,1240000
5494,Maruti,3,36000,Dealer,Petrol,Manual,20.73,1373,91.1,5,775000
5495,Maruti,6,70000,Individual,Diesel,Manual,26.59,1248,74,5,550000
5496,Maruti,3,7000,Dealer,Petrol,Manual,22,1197,81.8,5,610000
5498,Maruti,6,70000,Dealer,Petrol,Manual,21.5,1197,81.8,5,340000
5500,Maruti,5,67248,Dealer,Petrol,Manual,20.73,1373,91.1,5,495000
5501,Volkswagen,3,58000,Dealer,Petrol,Manual,16.2,1199,74,5,690000
5502,Toyota,4,120000,Individual,Diesel,Manual,13.68,2393,147.8,8,1560000
5503,Maruti,4,51000,Dealer,Diesel,Manual,25.47,1248,88.5,7,835000
5504,Ford,8,59000,Dealer,Diesel,Manual,20,1399,68.05,5,410000
5505,Mahindra,6,120000,Individual,Diesel,Manual,15.96,2523,63,9,600000
5506,Honda,6,48000,Dealer,Diesel,Manual,27.4,1498,98.63,5,545000
5507,Maruti,16,90000,Individual,Petrol,Manual,19.7,796,46.3,5,90000
5509,Maruti,12,100000,Individual,LPG,Manual,17.3,1061,57.5,5,150000
5510,Maruti,6,123273,Dealer,Diesel,Manual,26.59,1248,74,5,410000
5511,Hyundai,4,32500,Dealer,Petrol,Manual,15.8,1591,121.3,5,1100000
5512,Maruti,15,103000,Dealer,Petrol,Manual,19.7,796,46.3,5,150000
5513,Mahindra,7,78000,Dealer,Diesel,Manual,15.96,2523,62.1,7,550000
5515,Renault,4,50000,Individual,Petrol,Manual,23.01,999,67,5,310000
5516,Maruti,10,62900,Dealer,Petrol,Manual,20.92,998,67.1,5,235000
5517,Maruti,2,19000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,1035000
5518,BMW,11,141000,Dealer,Diesel,Automatic,16.07,1995,181,5,999000
5519,Renault,6,70000,Individual,Diesel,Manual,19.01,1461,108.45,5,690000
5521,Maruti,4,19000,Dealer,Petrol,Automatic,20.51,998,67,5,485000
5523,Hyundai,3,25000,Individual,Diesel,Manual,22.1,1396,88.7,5,999000
5524,Maruti,7,27894,Dealer,Petrol,Manual,21.79,998,67.05,5,375000
5525,Hyundai,8,50000,Individual,Diesel,Manual,22.32,1582,126.32,5,620000
5526,Ford,3,74000,Individual,Diesel,Manual,23,1498,98.96,5,740000
5527,Honda,2,4387,Dealer,Petrol,Manual,17.8,1198,86.7,5,685000
5529,Maruti,6,44000,Dealer,Diesel,Manual,20.77,1248,88.76,7,770000
5531,Hyundai,4,116589,Dealer,Diesel,Manual,19.67,1582,126.2,5,1100000
5532,Maruti,3,35000,Individual,Petrol,Manual,22,1197,81.8,5,630000
5533,Honda,5,70900,Dealer,Petrol,Manual,17,1497,118,5,625000
5535,Maruti,5,54566,Dealer,Diesel,Manual,24.3,1248,88.5,5,789000
5536,Honda,8,76000,Dealer,Diesel,Manual,25.8,1498,98.6,5,350000
5537,Mahindra,6,89635,Dealer,Diesel,Manual,13.6,2523,63,9,410000
5538,Hyundai,8,87000,Dealer,Diesel,Automatic,19.08,1582,126.32,5,595000
5539,Toyota,7,150000,Individual,Diesel,Manual,12.99,2494,100.6,8,900000
5540,Hyundai,4,55321,Dealer,Diesel,Manual,19.67,1582,126.2,5,1275000
5541,BMW,9,158000,Dealer,Diesel,Automatic,16.07,1995,181,5,1250000
5542,Maruti,10,72715,Dealer,Petrol,Manual,20.92,998,67.1,5,210000
5543,Maruti,6,58000,Dealer,Diesel,Manual,19.3,1248,73.9,5,550000
5544,Hyundai,3,22218,Dealer,Petrol,Manual,18.6,1197,81.83,5,715000
5545,Maruti,1,1001,Dealer,Petrol,Automatic,19.56,1197,81.8,5,850000
5546,Maruti,6,55000,Dealer,Diesel,Manual,28.09,1248,88.5,5,625000
5547,Tata,5,50500,Individual,Diesel,Manual,27.28,1047,69,5,380000
5548,Maruti,3,61000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,745000
5550,Hyundai,3,30000,Individual,Diesel,Manual,22.1,1396,88.7,5,920000
5551,Hyundai,11,76602,Dealer,Petrol,Manual,20.36,1197,78.9,5,320000
5552,Maruti,4,70000,Individual,Petrol,Manual,24.7,796,47.3,5,270000
5553,Ford,2,25000,Individual,Diesel,Manual,24.4,1498,98.63,5,790000
5555,Maruti,4,77000,Dealer,Diesel,Manual,19.3,1248,73.9,5,700000
5556,Maruti,3,77600,Dealer,Diesel,Automatic,28.4,1248,74,5,695000
5557,Maruti,8,45000,Dealer,Petrol,Manual,22.74,796,47.3,5,285000
5558,Ford,8,233000,Dealer,Diesel,Manual,22.7,1498,89.84,5,460000
5559,Maruti,4,85000,Dealer,Diesel,Manual,22.9,1248,74,5,615000
5561,Volkswagen,6,48900,Dealer,Petrol,Manual,16.47,1198,74,5,514000
5563,Mahindra,10,60000,Individual,Diesel,Manual,13.5,2179,115,5,400000
5564,Mahindra,6,58230,Dealer,Diesel,Manual,15.1,2179,140,7,800000
5565,Maruti,11,80000,Individual,Diesel,Manual,19.3,1248,73.9,5,375000
5566,Maruti,3,20332,Dealer,Petrol,Automatic,21.4,1197,83.1,5,660000
5567,Mahindra,4,73435,Dealer,Diesel,Manual,15.96,2523,62.1,7,675000
5568,Ford,3,22128,Dealer,Diesel,Manual,23,1498,98.96,5,1135000
5569,Maruti,2,21900,Dealer,Petrol,Manual,24.7,796,47.3,5,360000
5570,Volkswagen,8,80000,Individual,Diesel,Manual,20.54,1598,103.6,5,525000
5571,Honda,13,78000,Individual,Petrol,Manual,17,1497,118,5,350000
5572,Maruti,2,25000,Individual,Petrol,Automatic,23.1,998,67.04,5,530000
5573,Maruti,3,12000,Dealer,Diesel,Manual,24.3,1248,88.5,5,925000
5574,Maruti,14,100000,Individual,Petrol,Manual,19.7,796,46.3,5,145000
5575,Hyundai,12,18000,Dealer,Petrol,Manual,20.36,1197,78.9,5,330000
5576,Audi,6,100000,Dealer,Diesel,Automatic,18.53,1968,187.74,5,2275000
5578,Honda,6,30000,Dealer,Diesel,Manual,26,1498,98.6,5,500000
5579,Honda,2,10000,Individual,Diesel,Automatic,23.8,1498,78.9,5,795000
5580,Maruti,7,91000,Dealer,Diesel,Manual,23.4,1248,74,5,550000
5581,Hyundai,3,90000,Individual,Diesel,Manual,22.1,1396,88.7,5,950000
5582,Maruti,6,92000,Dealer,Diesel,Manual,22.9,1248,74,5,480000
5583,Hyundai,5,37000,Dealer,Petrol,Automatic,13,1591,121.3,5,1095000
5584,Honda,6,58972,Dealer,Diesel,Manual,26,1498,98.6,5,690000
5586,Maruti,4,53892,Dealer,Diesel,Manual,24.3,1248,88.5,5,780000
5587,Maruti,4,20000,Dealer,Petrol,Manual,21.01,1197,81.8,5,770000
5588,Maruti,2,69000,Dealer,Diesel,Manual,27.39,1248,74,5,790000
5589,Volkswagen,8,66000,Dealer,Diesel,Manual,20.54,1598,103.6,5,490000
5590,Jeep,3,50000,Individual,Diesel,Manual,17.1,1956,170,5,1500000
5591,Hyundai,5,54000,Dealer,Diesel,Manual,22.54,1396,88.73,5,660000
